은행코드,은행명,상품코드,상품명,상품일련번호,계약기간개월수_최소구간,계약기간개월수_최대구간,가입금액_최소구간,가입금액_최대구간,통장거치식_신규가입금액_단위,적립식_월부금_단위,상품개요_설명,신규채널,해지채널,상품그룹코드,상품그룹명,예금입출금방식,만기여부,이자지급방법,이자계산방법,적립식_부금납입방식,적립식_부금납입주기,적립식_부금금액한도_여부,적립식_부금금액한도_조건,가입대상고객_조건여부,가입대상고객_조건,가입제한_조건여부,가입제한_조건,기본금리,예금자보호대상여부,판매한도금액,만기후이율,중도해지이율,세제혜택_비과세종합저축_여부,세제혜택_비과세종합저축_조건,회전식_정기예금_여부,회전식_정기예금_회전주기_개월수,기타_상품가입_고려사항,추가내용,우대금리조건여부,우대금리조건_개수,최대우대금리,우대금리조건_고객예금실적_여부,우대금리조건_고객예금실적_조건,우대금리조건_고객예금실적_우대금리,우대금리조건_우수고객우대제도_여부,우대금리조건_우수고객우대제도_조건,우대금리조건_우수고객우대제도_우대금리,우대금리조건_가입금액우대_여부,우대금리조건_가입금액우대_조건,우대금리조건_가입금액우대_우대금리,우대금리조건_아파트관리비이체_여부,우대금리조건_아파트관리비이체_조건,우대금리조건_아파트관리비이체_우대금리,우대금리조건_공과금이체_여부,우대금리조건_공과금이체_조건,우대금리조건_공과금이체_우대금리,우대금리조건_급여이체_여부,우대금리조건_급여이체_조건,우대금리조건_급여이체_우대금리,우대금리조건_예금자동이체_여부,우대금리조건_예금자동이체_여부_조건,우대금리조건_예금자동이체_우대금리,우대금리조건_보험료자동이체_여부,우대금리조건_보험료자동이체_여부_조건,우대금리조건_보험료자동이체_우대금리,우대금리조건_연금자동이체_여부,우대금리조건_연금자동이체_여부_조건,우대금리조건_연금자동이체_우대금리,우대금리조건_신용카드가맹점결제계좌_여부,우대금리조건_신용카드가맹점결제계좌_조건,우대금리조건_신용카드가맹점결제계좌_우대금리,우대금리조건_신용카드결제계좌_여부,우대금리조건_신용카드결제계좌_조건,우대금리조건_신용카드결제계좌_우대금리,우대금리조건_신용카드사용금액_여부,우대금리조건_신용카드사용금액_조건,우대금리조건_신용카드사용금액_우대금리,우대금리조건_체크카드연계_여부,우대금리조건_체크카드연계_조건,우대금리조건_체크카드연계_우대금리,우대금리조건_제휴카드연계_여부,우대금리조건_제휴카드연계_조건,우대금리조건_제휴카드연계_우대금리,우대금리조건_재유치_여부,우대금리조건_재유치_조건,우대금리조건_재유치_우대금리,우대금리조건_카드사용실적_여부,우대금리조건_카드사용실적_조건,우대금리조건_카드사용실적_우대금리,우대금리조건_퇴직금예치_여부,우대금리조건_퇴직금예치_조건,우대금리조건_퇴직금예치_우대금리,우대금리조건_고객특성우대_여부,우대금리조건_고객특성우대_조건,우대금리조건_고객특성우대_우대금리,우대금리조건_장병우대_여부,우대금리조건_장병우대_조건,우대금리조건_장병우대_우대금리,우대금리조건_농어민우대_여부,우대금리조건_농어민우대_조건,우대금리조건_농어민우대_우대금리,우대금리조건_어린이우대_여부,우대금리조건_어린이우대_조건,우대금리조건_어린이우대_우대금리,우대금리조건_학생우대_여부,우대금리조건_학생우대_조건,우대금리조건_학생우대_우대금리,우대금리조건_첫거래우대_여부,우대금리조건_첫거래우대_조건,우대금리조건_첫거래우대_우대금리,우대금리조건_고객연령우대_여부,우대금리조건_고객연령우대_조건,우대금리조건_고객연령우대_우대금리,우대금리조건_비대면채널_여부,우대금리조건_비대면채널_조건,우대금리조건_비대면채널_우대금리,우대금리조건_인터넷뱅킹_여부,우대금리조건_인터넷뱅킹_조건,우대금리조건_인터넷뱅킹_우대금리,우대금리조건_모바일뱅킹_여부,우대금리조건_모바일뱅킹_조건,우대금리조건_모바일뱅킹_우대금리,우대금리조건_모바일앱_여부,우대금리조건_모바일앱_조건,우대금리조건_모바일앱_우대금리,우대금리조건_오픈뱅킹_여부,우대금리조건_오픈뱅킹_조건,우대금리조건_오픈뱅킹_우대금리,우대금리조건_마이데이터_여부,우대금리조건_마이데이터_조건,우대금리조건_마이데이터_우대금리,우대금리조건_상품미보유_여부,우대금리조건_상품미보유_조건,우대금리조건_상품미보유_우대금리,우대금리조건_만기금액우대_여부,우대금리조건_만기금액우대_조건,우대금리조건_만기금액우대_우대금리,우대금리조건_마케팅활용동의_여부,우대금리조건_마케팅활용동의_조건,우대금리조건_마케팅활용동의_우대금리,우대금리조건_위치인증_여부,우대금리조건_위치인증_조건,우대금리조건_위치인증_우대금리,우대금리조건_기타1_여부,우대금리조건_기타1_조건,우대금리조건_기타1_우대금리,우대금리조건_기타2_여부,우대금리조건_기타2_조건,우대금리조건_기타2_우대금리,우대금리조건_기타3_여부,우대금리조건_기타3_조건,우대금리조건_기타3_우대금리,우대금리조건_기타4_여부,우대금리조건_기타4_조건,우대금리조건_기타4_우대금리,우대금리조건_기타5_여부,우대금리조건_기타5_조건,우대금리조건_기타5_우대금리
A18,유안타저축은행,A18-00003,e-정기예금(단리식),1,1개월 이상,3개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,없음,,없음,,2.0,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리의 50%
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리의 55%
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리의 60%
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리의 80%",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00003,e-정기예금(단리식),2,3개월 이상,6개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,없음,,없음,,2.5,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00003,e-정기예금(단리식),3,6개월 이상,12개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,없음,,없음,,3.2,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00003,e-정기예금(단리식),4,12개월 이상,18개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,없음,,없음,,4.4,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00003,e-정기예금(단리식),5,18개월 이상,24개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,없음,,없음,,4.25,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00003,e-정기예금(단리식),6,24개월 이상,30개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,없음,,없음,,4.1,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00003,e-정기예금(단리식),7,30개월 이상,36개월 이하,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,없음,,없음,,3.8,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00004,e-정기예금(복리식),1,1개월 이상,3개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,2.0,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리의 50%
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리의 55%
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리의 60%
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리의 80%",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00004,e-정기예금(복리식),2,3개월 이상,6개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,2.5,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00004,e-정기예금(복리식),3,6개월 이상,12개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,3.2,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00004,e-정기예금(복리식),4,12개월 이상,18개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,4.4,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00004,e-정기예금(복리식),5,18개월 이상,24개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,4.25,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00004,e-정기예금(복리식),6,24개월 이상,30개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,4.1,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00004,e-정기예금(복리식),7,30개월 이상,36개월 이하,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,3.8,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리 × 50% × 경과월수 계약월수
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리 × 55% × 경과월수 계약월수
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리 × 60% × 경과월수 계약월수
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리 × 80% × 경과월수 계약월수",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18,유안타저축은행,A18-00005,SB톡톡 정기예금(단리식),1,1개월 이상,3개월 미만,10만원 이상,제한없음,10만원 이상,제한없음,"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",3:스마트뱅킹,"3:스마트뱅킹, 7:계좌이체",1,은행수신상품,2:거치식(목돈운용),만기 있음,2:월이자 지급식,1:단리,,,,,있음,"만19세이상 개인고객, 송금 가능한 시중은행 입출금이 자유로운 예금 보유자",없음,,2.0,Y,,"만기 후 1개월 이하 : 당초 약정금리 또는
만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 금리
만기 후 1개월 초과 : 현행 보통예금 금리","1)1개월 미만 경과분 : 약정당시의 보통예금 금리
2)1개월 이상 ~ 3개월 미만 경과분 : 약정금리의 50%
3)3개월 이상 ~ 6개월 미만 경과분 : 약정금리의 55%
4)6개월 이상 ~ 24개월 미만 경과분 : 약정금리의 60%
5)24개월 이상 ~ 36개월 미만 경과분 : 약정금리의 80%",Y,"전 금융기관 합산하여 1인당 5,000만원 이내",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
